ID,Name,Brand,Mount,Min. Focal Length (mm),Max. Focal Length (mm),Min. F Value,Max. F Value,Min. Focus Distance (mm),Keywords
89233DD6-5C0D-4103-BE94-39A1D9CEF565,35mm F1.4 G,Sony,Sony A,35,35,1.4,22,300,SAL35F14G
F016D036-6DC9-4340-9D62-40DE26C071D1,DT 35mm F1.8 SAM,Sony,Sony A,35,35,1.8,22,230,SAL35F18
1C1DAC4D-B18B-415E-885A-E5A5E6794FCF,50mm F1.4,Sony,Sony A,50,50,1.4,22,450,SAL50F14Z
24B4ABF8-44EA-4DDE-B59E-C163BA685070,50mm F2.8 Macro,Sony,Sony A,50,50,2.8,32,200,SAL50M28
B57B8D25-30E4-4AA6-988B-69854D69E4B8,DT 50mm F1.8 SAM,Sony,Sony A,50,50,1.8,22,340,SAL50F18
4F36C49E-A9CA-4D64-B86F-0DF7BBC3665D,Planar T* 50mm F1.4 ZA SSM,Sony,Sony A,50,50,1.4,22,450,SAL50F14Z
E68E769C-6E79-40D2-ACB4-7182C40F755C,DT 55-200mm F4-5.6,Sony,Sony A,55,200,4,45,950,SAL55200
18CC9096-A827-4FEB-86E5-28FD65F3715F,DT 55-200mm F4-5.6 SAM,Sony,Sony A,55,200,4,45,950,SAL55200-2
E4CB6C54-8603-4BD2-8C0C-74B11D676F80,DT 55-300mm F4.5-5.6 SAM,Sony,Sony A,55,300,4.5,29,1400,SAL55300
D73F3FD9-50F7-4DCB-AE1B-EB43B3284C90,70-200mm F2.8 G,Sony,Sony A,70,200,2.8,32,1200,SAL70200G
0F3A26B9-8730-46B0-BC90-8D2FC4CD1745,70-200mm F2.8 G SSM II,Sony,Sony A,70,200,2.8,32,1200,SAL70200G2
91160429-0D58-4F77-A4E5-E23412F7367B,70-300mm F4.5-5.6 G SSM,Sony,Sony A,70,300,4.5,29,1200,SAL70300G
8CD99320-D90E-4DB1-B987-919FDF1BC686,70-300mm F4.5-5.6 G SSM II,Sony,Sony A,70,300,4.5,29,1200,SAL70300G2
6D20945F-677D-497D-B23F-39AD4510DC37,70-400mm F4-5.6 G SSM,Sony,Sony A,70,400,4,32,1500,SAL70400G
5B6883A9-7862-4E65-B548-D7657E6936C9,70-400mm F4-5.6 G SSM II,Sony,Sony A,70,400,4,32,1500,SAL70400G2
75A48A85-2ECA-4769-A674-84F1B7D84C49,75-300mm F4.5-5.6,Sony,Sony A,75,300,4.5,38,1500,SAL75300
B8938C94-98F2-4F86-9704-3D4BB8DAA861,85mm F2.8 SAM,Sony,Sony A,85,85,2.8,22,600,SAL85F28
4DEA6496-B1BE-4649-970E-56EEBC6F5BB5,Planar T* 85mm F1.4 ZA,Sony,Sony A,85,85,1.4,22,850,SAL85F14Z
1B3732E3-6B71-4CFC-AB2B-962B9E3F9240,100mm F2.8 Macro,Sony,Sony A,100,100,2.8,32,350,SAL100M28
A1AD14F1-0C4D-47F4-81EE-EEE3FDEA304B,135mm F2.8 [T4.5] STF,Sony,Sony A,135,135,2.8,31,870,SAL135F28
802BA458-E1EF-424A-8EDF-BA9AF92ADB3A,Sonnar T* 135mm F1.8 ZA,Sony,Sony A,135,135,1.8,22,720,SAL135F18Z
2B220610-4096-49BE-AF5D-3BA136A84A49,300mm F2.8 G,Sony,Sony A,300,300,2.8,32,2000,SAL300F28G
5299B25C-8CE2-41DC-82B7-237D336B367F,300mm F2.8 G SSM II,Sony,Sony A,300,300,2.8,32,2000,SAL300F28G2
1CC37FD3-302B-42B9-82EB-24401EB19B7D,500mm F4 G SSM,Sony,Sony A,500,500,4,32,4000,SAL500F40G
978B9DA4-A7B0-4937-97B7-C2C7D38ED68E,500mm F8 Reflex,Sony,Sony A,500,500,8,8,4000,SAL500F80
7D14A803-A762-4C78-926A-1DF4452023D5,E 10-18mm F4 OSS,Sony,Sony E,10,18,4,22,250,SEL1018
85B1DB6C-BC01-43A5-961B-0FFF41F247E0,FE 12-24mm F2.8 GM,Sony,Sony E,12,24,2.8,22,280,SEL1224GM
84591BBA-672D-435D-942D-606E903C2F92,FE 12-24mm F4,Sony,Sony E,12,24,4,22,280,SEL1224G
B902E4F2-EFB5-4E7A-AE2B-4C964FD8DA36,E16mm F2.8,Sony,Sony E,16,16,2.8,22,240,SEL16F28
9615AC29-A581-46D5-9C10-3D9B82B088C9,FE 16-35mm F2.8 GM,Sony,Sony E,16,35,2.8,22,280,SEL1635GM
12D20EBD-6E12-4DE3-88F4-1EF0EEB1FE28,Vario-Tessar T* FE 16-35mm F4 ZA OSS,Sony,Sony E,16,35,4,22,280,SEL1635Z
0249D5F7-4B55-4AF3-B446-EA6CC7ADF1C0,E PZ 16-50mm F3.5-5.6 OSS,Sony,Sony E,16,50,3.5,36,250,SELP1650
DD187D64-1DE6-4670-9571-99815F597271,E 16-55mm F2.8 G,Sony,Sony E,16,55,2.8,22,330,SEL1655G
AC55FBEC-BB8D-4910-B57A-338D36A32B12,Vario-Tessar T* E 16-70mm F4 ZA OSS,Sony,Sony E,16,70,4,22,350,SEL1670Z
74E9E672-519A-49B0-A9B2-46B30B506ADE,E18-55mm F3.5-5.6 OSS,Sony,Sony E,18,55,3.5,32,250,SEL1855
D800C380-7C12-44D6-AAF5-EFCD4F7FA400,E PZ 18-105mm F4 G OSS,Sony,Sony E,18,105,4,22,450,SELP18105G
D6008692-F36F-4020-AA88-FE40FFEDA118,E PZ 18-110mm F4 G OSS,Sony,Sony E,18,110,4,22,400,SELP18110G
408CC5F3-CB7A-41A9-917B-3E19B692E7D9,E 18-135mm F3.5-5.6 OSS,Sony,Sony E,18,135,3.5,36,450,SEL18135
B9C7C177-7EBF-4DD6-8C11-E41BDC0A8D10,E 18-200mm F3.5-6.3 OSS LE,Sony,Sony E,18,200,3.5,40,500,SEL18200LE
BFB34088-BDEB-4466-BA40-7D6D9FE7015C,E PZ 18-200mm F3.5-6.3 OSS,Sony,Sony E,18,200,3.5,40,300,SELP18200
F504C0D4-E22C-4339-B023-C4CEBE212095,E18-200mm F3.5-6.3 OSS,Sony,Sony E,18,200,3.5,40,300,SEL18200
835E0CDA-AE8C-4AAE-9C9B-1F79FC204C0B,E 20mm F2.8,Sony,Sony E,20,20,2.8,22,200,SEL20F28
57ED6FC1-EE21-435A-96AA-B9B58B9F7E95,FE 20mm F1.8 G,Sony,Sony E,20,20,1.8,22,180,SEL20F18G
AB646B72-95A0-4669-90F3-160710B6D101,FE 24mm F1.4 GM,Sony,Sony E,24,24,1.4,16,240,SEL24F14GM
04FA3BCE-D9E2-41E2-987A-497E9AEDE9BC,Sonnar T* E 24mm F1.8 ZA,Sony,Sony E,24,24,1.8,22,160,SEL24F18Z
081B9A7B-BE6F-4DFC-A6BC-4CAAC214CACA,FE 24-70mm F2.8 GM,Sony,Sony E,24,70,2.8,22,380,SEL2470GM
8988257E-0574-4788-A3F5-C9EA68D07932,Vario-Tessar T* FE 24-70mm F4 ZA OSS,Sony,Sony E,24,70,4,22,400,SEL2470Z
3821AAD8-B2D2-45EB-A1AC-18A0CE7CD023,FE 24-105mm F4 G OSS,Sony,Sony E,24,105,4,22,380,SEL24105G
2F475BBF-5C59-4986-B6F1-1A2162B4860F,FE 24-240mm F3.5-6.3 OSS,Sony,Sony E,24,240,3.5,40,500,SEL24240
C8902DEA-32CB-442F-B2F2-E8091F6B4368,FE 28mm F2,Sony,Sony E,28,28,2,22,250,SEL28F20
EAA5924D-37BD-45A7-891A-387F62E57ED0,FE 28-70mm F3.5-5.6 OSS,Sony,Sony E,28,70,3.5,36,300,SEL2870
1288A59B-EAEB-4F12-B5D4-873956ABD439,FE PZ 28-135mm F4 G OSS,Sony,Sony E,28,135,4,22,400,SELP28135G
C2FC1014-4729-4DBD-ACE6-1487453C6FEA,E 30mm F3.5 Macro,Sony,Sony E,30,30,3.5,22,95,SEL30M35
DC280B8B-5692-4486-A063-7C1930AF8A33,Distagon T* FE 35mm F1.4 ZA,Sony,Sony E,35,35,1.4,16,300,SEL35F14Z
68A8B0F6-097D-45F6-993A-0132F19C5E00,E 35mm F1.8 OSS,Sony,Sony E,35,35,1.8,22,300,SEL35F18
2E2B6714-56E6-4156-8B6A-15C073633622,FE 35mm F1.8,Sony,Sony E,35,35,1.8,22,220,SEL35F18F
87DF8A47-239B-4B8D-BBB1-4C919E58FE12,Sonnar T* FE 35mm F2.8 ZA,Sony,Sony E,35,35,2.8,22,350,SEL35F28Z
75F31FC0-5A07-4A86-8721-8E073780AC70,E 50mm F1.8 OSS,Sony,Sony E,50,50,1.8,22,390,SEL50F18
06A428B2-C468-4BD6-8117-0019C635E434,FE 50mm F1.8,Sony,Sony E,50,50,1.8,22,450,SEL50F18F
E142C47B-F338-4400-8582-9263FE6EB545,FE 50mm F2.8 Macro,Sony,Sony E,50,50,2.8,16,160,SEL50M28
43223C53-914A-4B1A-9986-1F32E2FEBA6F,Planar T* FE 50mm F1.4 ZA,Sony,Sony E,50,50,1.4,16,450,SEL50F14Z
3D1F8B6B-8E95-4393-B90E-1A0E5F6EADAD,Sonnar T* FE 55mm F1.8 ZA,Sony,Sony E,55,55,1.8,22,500,SEL55F18Z
643B2016-83F6-4F03-8610-948A4A531C60,E 55-210mm F4.5-6.3 OSS,Sony,Sony E,55,210,4.5,32,1000,SEL55210
90E8ABB0-99B6-4A96-92EC-3BACBF23E0F5,FE 70-200mm F2.8 GM OSS,Sony,Sony E,70,200,2.8,22,960,SEL70200GM
5788894B-6618-4488-A6A7-97CB9A18F054,FE 70-200mm F4 G OSS,Sony,Sony E,70,200,4,22,1350,SEL70200G
D6CC35CB-2374-48F8-993D-35B4836A0605,FE 70-300mm F4.5-5.6 G OSS,Sony,Sony E,70,300,4.5,29,900,SEL70300G
79B8D03E-9ACD-47EE-91F2-F7A4238F84EA,E 70-350mm F4.5-6.3 G OSS,Sony,Sony E,70,350,4.5,32,1100,SEL70350G
E9762055-B00F-40AC-A6DC-2308EF181C7A,FE 85mm F1.4 GM,Sony,Sony E,85,85,1.4,16,800,SEL85F14GM
4DBA00A4-1177-4A2D-A515-A19992FB8C29,FE 85mm F1.8,Sony,Sony E,85,85,1.8,22,800,SEL85F18
8DC0E5EF-BDB6-4FA4-8F32-41EE9E751C1A,FE 90mm F2.8 Macro G OSS,Sony,Sony E,90,90,2.8,22,280,SEL90M28G
01F9B251-A01D-40EF-892F-A89F80B61653,FE 100mm F2.8 STF GM OSS,Sony,Sony E,100,100,2.8,20,570,SEL100F28GM
87F0E66D-2E58-49BB-BBEA-AA3FA5220960,FE 100-400mm F4.5-5.6 GM OSS,Sony,Sony E,100,400,4.5,40,980,SEL100400GM
6F339668-8798-458C-82FD-6B8FC1B1A550,FE 135mm F1.8 GM,Sony,Sony E,135,135,1.8,22,700,SEL135F18GM
7DF3180A-C1C1-4060-895E-03AEE34827C8,FE 200-600mm F5.6-6.3 G OSS,Sony,Sony E,200,600,5.6,36,2400,SEL200600G
BAF6E232-26F5-41D3-A0D1-ADE159DC2E3E,FE 400mm F2.8 GM OSS,Sony,Sony E,400,400,2.8,22,2700,SEL400F28GM
D3FBBE50-1177-4F07-9834-394AB25E100F,FE 600mm F4 GM OSS,Sony,Sony E,600,600,4,22,4500,SEL600F40GM
C6352470-956B-4826-B591-96F4D7DB06C2,10-24mm F/3.5-4.5 Di II VC HLD,Tamron,"Canon, Nikon",10,24,3.5,29,240,B023
63FFBC96-327F-4149-9B18-ACD8621B6AD2,17-35mm F/2.8-4 Di OSD,Tamron,"Canon, Nikon",17,35,2.8,22,280,A037
2C399BBB-4CB4-45A1-BB7A-B0E42D72573D,SP 24-70mm F/2.8 Di VC USD G2,Tamron,"Canon, Nikon",24,70,2.8,22,380,A032
5DBFDB3F-372F-4616-BF74-CF2DD65D1327,SP 35mm F/1.4 Di USD,Tamron,"Canon, Nikon",35,35,1.4,16,300,F045
AF3104F2-2F88-495A-8B62-0C22C67D5A30,SP 70-200mm F/2.8 Di VC USD G2,Tamron,"Canon, Nikon",70,200,2.8,22,950,A025
74D5A994-E6E1-498C-90DF-390BE8217AA9,SP 70-300mm Di VC USD,Tamron,"Canon, Nikon",70,300,4,45,1500,A030
A47C5D3F-81CF-4690-8504-45653E8C7944,100-400mm F/4.5-6.3 Di VC USD,Tamron,"Canon, Nikon",100,400,4.5,45,1500,A035
CF8C7D18-9E1E-4F51-A53C-7026551AC8D9,SP 150-600mm F/5-6.3 Di VC USD G2,Tamron,"Canon, Nikon",150,600,5,40,2200,A022
7F89C1D3-2109-40BB-B0C8-D4AEE13AD6F6,SP AF10-24mm F/3.5-4.5 Di II LD Aspherical [IF],Tamron,"Canon, Nikon, Pentax, Sony",10,24,3.5,22,240,B001
3AAF2CFD-A250-430B-B5D6-11DC3615ACF7,SP AF17-50mm F/2.8 XR Di II LD Aspherical [IF],Tamron,"Canon, Nikon, Pentax, Sony",17,50,2.8,32,270,A16
65982D86-C1EA-4A1C-B0FA-274AF6E1A1A1,AF18-200mm F/3.5-6.3 XR Di II LD Aspherical [IF] Macro,Tamron,"Canon, Nikon, Pentax, Sony",18,200,3.5,22,450,A14
6F0E3212-5DF2-4195-AC80-9D4D51C4A938,18-270mm F/3.5-6.3 Di II VC PZD,Tamron,"Canon, Nikon, Pentax, Sony",18,270,3.5,40,490,B008
6BD0DF64-AF51-4A3A-A81E-E367BA97D871,SP AF28-75mm F/2.8 XR Di LD Aspherical [IF] Macro,Tamron,"Canon, Nikon, Pentax, Sony",28,75,2.8,32,330,A09
4BDEB1B4-E7FE-4825-9D80-CFA7490AF68E,SP AF70-200mm F/2.8 Di LD [IF] Macro,Tamron,"Canon, Nikon, Pentax, Sony",70,200,2.8,32,950,A001
E867FD6D-E486-4F4D-AE29-C81A6DBA89B1,AF70-300mm F/4-5.6 Di LD Macro,Tamron,"Canon, Nikon, Pentax, Sony",70,300,4,32,950,A17
91A69C0D-0489-4AEF-97B7-B67FF0545FF5,SP AF90mm F/2.8 Di Macro 1:1,Tamron,"Canon, Nikon, Pentax, Sony",90,90,2.8,32,290,272E
31D31203-13F3-421B-8698-0070C020263A,SP 15-30mm F/2.8 Di VC USD,Tamron,"Canon, Nikon, Sony",15,30,2.8,22,280,A012
4FD44915-7BFD-43F9-A5DA-5286C2AFF352,16-300mm F/3.5-6.3 Di II VC PZD Macro,Tamron,"Canon, Nikon, Sony",16,300,3.5,40,390,B016
6E835DA9-39EF-4BED-810B-64F3958AAAB3,18-200mm F/3.5-6.3 Di II VC,Tamron,"Canon, Nikon, Sony",18,200,3.5,40,490,B018
4512F481-FCDE-4540-A6A8-F214ED89C724,SP 24-70mm F/2.8 Di VC USD,Tamron,"Canon, Nikon, Sony",24,70,2.8,22,380,A007
1A8B85F9-F760-4998-B0FE-84F1D632284C,28-300mm F/3.5-6.3 Di VC PZD,Tamron,"Canon, Nikon, Sony",28,300,3.5,40,490,A010
4F757669-FB5D-40E2-B062-21C7E5CB5CE0,SP 35mm F/1.8,Tamron,"Canon, Nikon, Sony",35,35,1.8,16,2000,F012
3A8FE7DA-C453-45B7-AFA7-184E1DB70974,SP 45mm F/1.8,Tamron,"Canon, Nikon, Sony",45,45,1.8,16,290,F013
91DC7A98-226D-42EA-B426-25A7C25AA1B9,SP AF60mm F/2 Di II [IF] Macro 1:1,Tamron,"Canon, Nikon, Sony",60,60,2,22,230,G005
ACB87A79-B037-45C1-8C41-3AC05B5FC222,SP 70-200mm F/2.8 Di VC USD,Tamron,"Canon, Nikon, Sony",70,200,2.8,32,1300,A009
0EBABA3A-606E-49E6-A6A0-DA05728EFBF1,SP 70-300mm F/4-5.6 Di VC USD,Tamron,"Canon, Nikon, Sony",70,300,4,45,1500,A005
F894ACB7-4697-47E1-96A6-4AB94CD24335,SP 85mm F/1.8 Di VC USD,Tamron,"Canon, Nikon, Sony",85,85,1.8,16,800,F016
5BD0322D-D9F2-4F82-9C44-AF76F1C37BE9,SP 90mm F/2.8 Di Macro 1:1 VC USD (F004),Tamron,"Canon, Nikon, Sony",90,90,2.8,32,300,F004
9D986069-65F3-4536-8081-F4BF11AB8136,SP 90mm F/2.8 Di Macro 1:1 VC USD (F017),Tamron,"Canon, Nikon, Sony",90,90,2.8,32,300,F017
931BB663-290F-4733-A7E8-70B403BCE72B,SP 150-600mm F/5-6.3 Di VC USD,Tamron,"Canon, Nikon, Sony",150,600,5,40,2700,A011
EB18FB8E-CD2C-42C8-89FE-622F138E297D,SP AF180mm F/3.5 Di [IF] Macro 1:1,Tamron,"Canon, Nikon, Sony",180,180,3.5,32,470,B01
083546FF-3D4F-4731-9AA6-C9B0FEAC6005,14-150mm F/3.5-5.8 Di III,Tamron,MFT,14,150,3.5,22,500,C001
675F43D7-CAD6-4E22-94B3-05F50639FE94,17-28mm F/2.8 Di III RXD,Tamron,Sony E,17,28,2.8,22,190,A046
941D2A2E-5318-4B1B-B105-F0C40B8D2AA6,11-16 T3 CINEMA LENS,Tokina,"Canon EF, MFT",11,16,2.8,22,350,
EBE86976-1EB5-4A15-954C-F365D11BBCB2,opera 16-28mm F2.8 FF,Tokina,"Canon EF, Nikon F",16,28,2.8,22,280,
A13DB706-B2D9-48EA-ADB1-1BB148E14374,opera 50mm F1.4 FF,Tokina,"Canon EF, Nikon F",50,50,1.4,16,400,
29CA106F-7B45-49B6-A041-0014C2E38428,AT-X 14-20 F2 PRO DX,Tokina,"Canon, Nikon",14,20,2,22,280,
A377DF27-65A5-47D9-8809-7A74EC111D87,Reflex 300mm F6.3 MF Macro,Tokina,MFT,300,300,6.3,6.3,800,
6A315A56-DF7A-424B-95A5-CDB710AFB750,AT-X 70-200mm F4 PRO FX VCM-S,Tokina,Nikon F,70,200,4,32,1000,
68E9FB5A-262F-4325-9B36-815564917A86,AT-X 107 DX Fisheye,Tokina,"Nikon F, Canon EF",10,17,3.5,22,140,
31D1E596-5C71-4205-B8AD-4BC6D6CC5F2A,AT-X 11-20 PRO DX,Tokina,"Nikon F, Canon EF",11,20,2.8,22,280,
028007F2-A926-4D5F-B4A0-7CED5E4CBC23,AT-X 12-28 PRO DX,Tokina,"Nikon F, Canon EF",12,28,4,22,250,
17A33D5D-D662-4CE6-8F3A-0C81775624A8,AT-X 16-28 F2.8 PRO FX,Tokina,"Nikon F, Canon EF",16,28,2.8,22,280,
8C9BF2CD-C786-4921-9BE8-E2DB39812F79,AT-X 17-35 F4 PRO FX,Tokina,"Nikon F, Canon EF",17,35,4,22,280,
9B477EC4-A123-41BD-8EFD-D7A8303E1CDD,AT-X 24-70 F2.8 PRO FX,Tokina,"Nikon F, Canon EF",24,70,2.8,22,380,
5D060822-21B2-4E2F-8902-BC1748FB17F0,AT-X M100 PRO D,Tokina,"Nikon F, Canon EF",100,100,2.8,32,300,
11456016-1F2D-4FEB-B9CF-35BA9C17A0E8,AT-X 116 PRO DX II,Tokina,"Nikon F, Canon EF, Sony A",11,16,2.8,22,300,
3260D343-7D6E-4C3E-9EDE-C31B75C00048,16-28 T3.0 CINEMA LENS,Tokina,"PL, Canon EF",16,28,2.8,22,280,
3AECD91D-B629-49C3-A41D-5F2A73A4F551,FíRIN 20mm F2 FE AF,Tokina,Sony E,20,20,2,22,280,FiRIN
6AC0D809-8CFE-438A-BA2C-BBA2CFC94E59,FíRIN 20mm F2 FE MF,Tokina,Sony E,20,20,2,22,280,FiRIN
116028B5-06CA-4F50-AB98-8758A66FD34D,Ultron 40mm F2 SL II S,Voigtlander,Ai-S,40,40,2,22,250,
956029D5-0F92-494D-BEDE-C4A75F2C18DA,Nokton 58mm F1.4 SL II N,Voigtlander,Ai-S,58,58,1.4,16,450,
3DA102A5-9D14-43A9-9715-8936E40C1541,Nokton 58mm F1.4 SL II S,Voigtlander,Ai-S,58,58,1.4,16,450,
D69EE53E-CD17-42BB-AC08-4B4AF98EC021,Color-Skopar 20mm F3.5 SL II N Aspherical,Voigtlander,"Ai-S, EF",20,20,3.5,22,200,
56FC8816-A18E-4E6D-BB09-F5C989BC65C0,Color-Skopar 28mm F2.8 SL II N Aspherical,Voigtlander,"Ai-S, EF",28,28,2.8,22,220,
2A444FBF-7B8D-41DD-B3A8-F9AC32148B76,Ultron 40mm F2 SL II N Aspherical,Voigtlander,"Ai-S, EF",40,40,2,22,380,
7A41F2F4-3074-40D4-8419-60DB5947AA00,Nokton 10.5mm F0.95,Voigtlander,MFT,10.5,10.5,0.95,16,170,
9A5E2087-B20D-4F19-80E1-335F75F6E0C0,Nokton 17.5mm F0.95,Voigtlander,MFT,17.5,17.5,0.95,16,150,
0CA2576C-8BE1-4E3D-B22A-DF872404D127,Nokton 25mm F0.95,Voigtlander,MFT,25,25,0.95,16,170,
879D85C7-87A9-4F21-9851-B67328F9E4B4,Nokton 25mm F0.95 Type II,Voigtlander,MFT,25,25,0.95,16,170,
774CBE65-57E6-4DE0-B296-6A76A374FEEE,Nokton 42.5mm F0.95,Voigtlander,MFT,42.5,42.5,0.95,16,230,
C28B575A-E57F-4978-B73D-3A9207A95C22,Heliar-Hyper Wide 10mm F5.6 Aspherical,Voigtlander,Sony E,10,10,5.6,22,300,
9169EF98-BACE-49FA-9064-AAA21E34EAB9,Ultra Wide-Heliar 12mm F5.6 Aspherical III,Voigtlander,Sony E,12,12,5.6,22,300,
2CCB8C83-38E0-43B9-BB8C-876D49CD1693,Super Wide-Heliar 15mm F4.5 Aspherical III,Voigtlander,Sony E,15,15,4.5,22,300,
62C844CB-3319-46A6-96D4-A4CE34ED90E8,Color-Skopar 21mm F3.5 Aspherical,Voigtlander,Sony E,21,21,3.5,22,200,
C9419500-6080-4FA2-8FBB-3292513EC0AC,Nokton 35mm F1.4 E-mount,Voigtlander,Sony E,35,35,1.4,16,300,
DA47F726-7E9B-46DE-9EAF-45641A228A61,Nokton 40mm F1.2 Aspherical (Sony E),Voigtlander,Sony E,40,40,1.2,22,350,
4EE8DB87-34F1-4899-A59B-BA9D15C718D5,Nokton 50mm F1.2 Aspherical (Sony E),Voigtlander,Sony E,50,50,1.2,22,450,
A48AA2BB-0265-49C3-ACEA-34FBB4DDD881,Macro APO-Lanthar 65mm F2 Aspherical,Voigtlander,Sony E,65,65,2,22,310,
075B60F2-D67F-459C-BC60-5781D23E1663,Macro APO-Lanthar 110mm F2.5,Voigtlander,Sony E,110,110,2.5,22,350,
430210C8-B319-437A-BAD6-EF2B2929C44F,Heliar-Hyper Wide 10mm F5.6 Aspherical VM,Voigtlander,VM,10,10,5.6,22,500,
AC2382DC-C007-4457-B60E-E26F3725DA82,Ultra Wide-Heliar 12mm F5.6 Aspherical II,Voigtlander,VM,12,12,5.6,22,500,
D9F5F55E-DCD9-4931-8F29-FB3FEC21E237,Ultra Wide-Heliar 12mm F5.6 Aspherical III VM,Voigtlander,VM,12,12,5.6,22,500,
5244724C-2FFD-40AB-B212-BB42FB682B55,Super Wide-Heliar 15mm F4.5 Aspherical II,Voigtlander,VM,15,15,4.5,22,700,
E41114B1-D785-4CB9-AE38-7B4DCDE56B68,Super Wide-Heliar 15mm F4.5 Aspherical III VM,Voigtlander,VM,15,15,4.5,22,700,
BCBA3026-B206-4083-B25D-398612311CFF,Color-Skopar 21mm F4 P,Voigtlander,VM,21,21,4,22,500,
CD1732E0-F576-4A9B-8AAC-95925B35AF77,Color-Skopar Vintage Line 21mm F3.5 Aspherical VM,Voigtlander,VM,21,21,3.5,22,500,
49F794E1-D868-4C0A-9DF3-1542B2E64C73,Ultron 21mm F1.8 Aspherical,Voigtlander,VM,21,21,1.8,22,500,
C4C2690C-6D94-4512-95E4-15C065770764,Color-Skopar 25mm F4 P,Voigtlander,VM,25,25,4,22,500,
75DA69AF-9415-4CC6-9224-3E802584DE6F,Ultron 28mm F2,Voigtlander,VM,28,28,2,22,700,
D84924E1-2656-49F7-890C-1031A5744614,Color-Skopar 35mm F2.5 P II,Voigtlander,VM,35,35,2.5,22,700,
BC2771F6-7886-4F02-8FEB-F59365D7D4C0,Nokton 35mm F1.2 Aspherical II,Voigtlander,VM,35,35,1.2,22,500,
36CA8B68-56A3-4FD8-98CE-8EAE9B7F47FE,Nokton Classic 35mm F1.4,Voigtlander,VM,35,35,1.4,16,700,
3607075B-AADE-4A64-A98C-97D1B7433546,Ultron Vintage Line 35mm F1.7 Aspherical,Voigtlander,VM,35,35,1.7,16,500,
6FA66617-419C-4EFC-ACDD-67DBEB6AEA73,Ultron Vintage Line 35mm F2 Aspherical VM,Voigtlander,VM,35,35,2,16,500,
FD6A41BE-E613-4F98-B6B7-1A7F96FB79A3,Nokton 40mm F1.2 Aspherical (VM),Voigtlander,VM,40,40,1.2,22,500,
63F927BB-0B07-46A0-9E55-3F000B1C8A61,Nokton Classic 40mm F1.4,Voigtlander,VM,40,40,1.4,16,700,
DECDA551-834B-4F25-82EE-0C3C9483A731,Heliar Vintage Line 50mm F3.5,Voigtlander,VM,50,50,3.5,22,700,
835EA09C-6398-4CC8-BFFA-6EC2D032A59D,Nokton 50mm F1.1,Voigtlander,VM,50,50,1.1,16,1000,
25BAA2AA-CE44-4A5B-A0C2-CB03F1801A4C,Nokton 50mm F1.2 Aspherical,Voigtlander,VM,50,50,1.2,22,700,
4CDC296D-6130-4F1D-B4BA-19D2648652C6,Nokton Vintage Line 50mm F1.5 Aspherical,Voigtlander,VM,50,50,1.5,16,700,
537003D5-C63A-415C-ACEB-C79ED1741C42,Heliar Classic 75mm F1.8,Voigtlander,VM,75,75,1.8,16,900,
EA5D5509-552E-497B-95C4-3AE022F361FC,Touit 2.8/12,Zeiss,"Fujifilm X, Sony E",12,12,2.8,22,180,
00A91878-8F12-498F-A61E-48C3E794D27A,Touit 1.8/32,Zeiss,"Fujifilm X, Sony E",32,32,1.8,22,300,
C34E3114-B9E2-4236-ACD2-2BC55A9A9D54,Touit 2.8/50,Zeiss,"Fujifilm X, Sony E",50,50,2.8,22,150,
9F7C2062-79DA-411B-827C-339DC6B99CA2,Batis 2.8/18,Zeiss,Sony E,18,18,2.8,22,250,
07CE6185-9FFB-484B-A661-21FC6BF4B24F,Loxia 2.8/21,Zeiss,Sony E,21,21,2.8,22,250,
BC5A4C4C-8641-482A-A812-93D80966DD5F,Batis 2/25,Zeiss,Sony E,25,25,2,22,200,
4A91EEC0-3F54-4002-9E18-44A71553EBCC,Loxia 2.4/25,Zeiss,Sony E,25,25,2.4,22,250,
90BD155A-1FC6-4F8C-A679-7BF352CEB6E3,Loxia 2/35,Zeiss,Sony E,35,35,2,22,300,
F0C43385-ECAA-42BC-A8A9-649FEADD96DB,Batis 2/40 CF,Zeiss,Sony E,40,40,2,22,240,
EC297537-4CF8-4FF4-94DF-92B8D86E99F9,Loxia 2/50,Zeiss,Sony E,50,50,2,22,450,
B8E96DAD-1AA2-4AFE-8516-CF5A735ABFBD,Batis 1.8/85,Zeiss,Sony E,85,85,1.8,22,800,
A3BCEC52-E269-4CB1-9AFB-433DBEB38D25,Loxia 2.4/85,Zeiss,Sony E,85,85,2.4,22,800,
CB0E5D7B-EC02-41CC-B4CB-9F88D15BAA5E,Batis 2.8/135,Zeiss,Sony E,135,135,2.8,22,870,
A4784810-B143-43F5-AE1D-C886CDF959C7,Distagon T* 2.8/15,Zeiss,"ZE, ZF.2",15,15,2.8,22,250,
9F8464B8-159B-4DD9-BE12-CE928D71383F,Milvus 2.8/15,Zeiss,"ZE, ZF.2",15,15,2.8,22,250,
DE08CE7D-3B22-4A5B-AE99-056892E94A49,Milvus 2.8/18,Zeiss,"ZE, ZF.2",18,18,2.8,22,250,
9ED081F1-3B14-4865-B7A6-825C01BBFCA4,Milvus 2.8/21,Zeiss,"ZE, ZF.2",21,21,2.8,22,220,
941B200D-1423-4B5F-9AE0-89B9068317D1,Distagon T* 2/25,Zeiss,"ZE, ZF.2",25,25,2,22,250,
